match_id,player_id,placement,mode,length,traits,units
8026,61,3,Ranked,00:36:13,"['4 Desert', '4 Mystic', '3 Blademaster', '2 Wind']","['Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix', 'Nami', 'Master Yi']"
8027,61,8,Ranked,00:25:26,"['1 Alchemist', '4 Ocean', '4 Mage', '2 Warden']","['Vladimir', 'Taliyah', 'Syndra', 'Thresh', 'Nautilus', 'Brand', 'Singed']"
8028,61,8,Ranked,00:24:19,"['2 Lunar', '6 Light', '3 Mystic', '2 Blademaster']","['Leona', 'Jax', 'Karma', 'Soraka', 'Aatrox', 'Lucian', 'Yorick', 'Master Yi']"
8029,61,2,Ranked,00:35:05,"['6 Shadow', '2 Mystic', '2 Blademaster', '2 Wind']","['Malzahar', 'Senna', 'Yasuo', 'Sion', 'Veigar', 'Kindred', 'Janna', 'Master Yi', 'Taric']"
8030,61,4,Ranked,00:32:33,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Taric', 'Singed']"
8031,964,3,Ranked,00:33:42,"['4 Warden', '4 Ranger', '2 Glacial', '2 Crystal']","['Braum', 'Varus', 'Ezreal', 'Nautilus', 'Ashe', 'Malphite', 'Twitch', 'Taric']"
8032,964,7,Ranked,00:26:13,"['6 Shadow', '1 Avatar', '3 Inferno', '2 Ranger']","['Malzahar', 'Senna', 'Varus', 'Kindred', 'Sion', 'Sion', 'Annie', 'Lux']"
8033,964,6,Ranked,00:28:30,"['3 Poison', '1 Alchemist', '3 Warden', '2 Crystal', '2 Glacial', '2 Ranger']","['Braum', 'Dr. Mundo', 'Ashe', 'Malphite', 'Malphite', 'Twitch', 'Singed', 'Taric']"
8034,964,3,Ranked,00:35:31,"['4 Crystal', '1 Avatar', '4 Ranger', '3 Warden']","['Ezreal', 'Karma', 'Kindred', 'Ashe', 'Malphite', 'Twitch', 'Taric', 'Lux']"
8035,964,8,Ranked,00:18:46,"['2 Soulbound', '3 Light', '3 Shadow', '3 Summoner']","['Malzahar', 'Senna', 'Aatrox', 'Azir', 'Sion', 'Lucian', 'Yorick']"
8036,964,7,Ranked,00:26:38,"['1 Alchemist', '6 Inferno', '2 Ranger', '2 Warden']","['Zyra', 'Thresh', 'Varus', 'Kindred', 'Brand', 'Malphite', 'Annie', 'Singed']"
8037,964,5,Ranked,00:31:50,"['4 Shadow', '3 Inferno', '2 Mystic', '2 Ranger']","['Zyra', 'Senna', 'Varus', 'Karma', 'Kindred', 'Sion', 'Veigar', 'Nami']"
8038,964,2,Ranked,00:36:23,"['6 Shadow', '1 Avatar', '2 Mystic', '2 Ocean', '2 Warden']","['Malzahar', 'Thresh', 'Kindred', 'Nautilus', 'Sion', 'Soraka', 'Master Yi', 'Lux']"
8039,964,6,Ranked,00:25:51,"['6 Berserker', '2 Desert', '2 Glacial']","['Renekton', 'Volibear', 'Jax', 'Dr. Mundo', 'Dr. Mundo', 'Khazix', 'Olaf']"
8040,964,7,Ranked,00:28:18,"['2 Soulbound', '7 Light']","['Nasus', 'Vayne', 'Jax', 'Senna', 'Aatrox', 'Soraka', 'Yorick', 'Lucian']"
8041,1867,5,Ranked,00:28:06,"['3 Poison', '3 Predator', '1 Alchemist', '2 Crystal', '2 Glacial', '2 Ranger']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Twitch', 'Ashe', 'Singed']"
8042,1867,8,Ranked,00:24:46,"['3 Poison', '3 Predator', '2 Crystal', '2 Glacial', '2 Ranger']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Dr. Mundo', 'Ashe', 'Twitch']"
8043,1867,3,Ranked,00:32:17,"['2 Lunar', '2 Desert', '2 Mystic', '2 Blademaster', '2 Wind']","['Leona', 'Leona', 'Yasuo', 'Karma', 'Sivir', 'Azir', 'Janna']"
8044,1867,3,Ranked,00:31:05,"['3 Poison', '3 Predator', '3 Ranger', '2 Crystal', '2 Glacial']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch']"
8045,1867,2,Ranked,00:34:02,"['3 Poison', '3 Predator', '3 Crystal', '3 Ranger', '2 Glacial']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch', 'Taric']"
8046,1867,1,Ranked,00:31:11,"['4 Mystic', '2 Lunar', '4 Blademaster', '2 Desert', '2 Warden', '2 Wind']","['Leona', 'Yasuo', 'Karma', 'Sivir', 'Soraka', 'Azir', 'Janna', 'Master Yi']"
8047,1867,2,Ranked,00:31:46,[],"['Leona', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Master Yi', 'Nami']"
8048,1867,7,Ranked,00:26:30,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Malphite', 'Ashe', 'Twitch', 'Singed']"
8049,1867,1,Ranked,00:34:03,"['4 Mystic', '4 Wind', '1 Avatar', '4 Blademaster', '2 Desert']","['Yasuo', 'Aatrox', 'Azir', 'Karma', 'Sivir', 'Janna', 'Master Yi', 'Nami', 'Lux']"
8050,1867,7,Ranked,00:25:45,"['2 Lunar', '2 Desert', '2 Mystic', '2 Blademaster', '2 Wind']","['Leona', 'Yasuo', 'Azir', 'Azir', 'Karma', 'Sivir', 'Janna']"
8051,1638,7,Ranked,00:24:48,"['4 Inferno', '3 Shadow', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Sion', 'Kindred', 'Sion']"
8052,1638,1,Ranked,00:36:12,"['4 Mystic', '2 Lunar', '1 Avatar', '6 Light', '2 Warden']","['Leona', 'Nasus', 'Jax', 'Karma', 'Soraka', 'Janna', 'Yorick', 'Nami', 'Lux']"
8053,1638,8,Ranked,00:21:58,"['4 Inferno', '3 Shadow', '2 Ranger']","['Zyra', 'Diana', 'Malzahar', 'Varus', 'Kindred', 'Sion']"
8054,1638,5,Ranked,00:23:53,"['5 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie']"
8055,1638,5,Ranked,00:28:04,"['6 Inferno', '4 Shadow', '3 Summoner']","['Diana', 'Zyra', 'Malzahar', 'Kindred', 'Sion', 'Annie', 'Amumu', 'Master Yi']"
8056,1638,3,Ranked,00:30:52,"['7 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie', 'Amumu']"
8057,1638,5,Ranked,00:31:47,"['6 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie', 'Brand']"
8058,1638,1,Ranked,00:31:47,"['6 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie', 'Taric']"
8059,1638,5,Ranked,00:26:55,"['3 Predator', '2 Crystal', '2 Steel']","[""Kog'Maw"", 'Skarner', 'Skarner', ""Rek'Sai"", 'Dr. Mundo', 'Nocturne', 'Ashe']"
8060,1638,2,Ranked,00:33:46,"['9 Inferno', '1 Avatar', '3 Shadow', '3 Summoner', '2 Ranger']","['Diana', 'Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie', 'Amumu', 'Lux']"
8061,555,1,Ranked,00:34:38,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Varus', 'Braum', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch', 'Singed', 'Taric']"
8062,555,2,Ranked,00:38:21,"['9 Inferno', '1 Alchemist', '1 Avatar', '2 Ranger']","['Diana', 'Zyra', 'Varus', 'Kindred', 'Annie', 'Brand', 'Amumu', 'Singed', 'Lux']"
8063,555,4,Ranked,00:31:08,"['2 Lunar', '3 Electric', '3 Warden', '2 Mystic']","['Ornn', 'Leona', 'Volibear', 'Azir', 'Karma', 'Soraka', 'Malphite', 'Zed']"
8064,555,6,Ranked,00:25:43,"['4 Ranger', '3 Warden', '2 Crystal', '2 Glacial']","['Braum', 'Varus', 'Ezreal', 'Malphite', 'Ashe', 'Twitch', 'Taric']"
8065,555,2,Ranked,00:36:17,"['4 Desert', '2 Lunar', '2 Mystic', '2 Blademaster']","['Leona', 'Renekton', 'Yasuo', 'Azir', 'Karma', 'Soraka', 'Sivir', 'Khazix']"
8066,555,1,Ranked,00:31:57,"['4 Desert', '2 Lunar', '4 Blademaster', '3 Mystic', '2 Wind']","['Renekton', 'Leona', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix', 'Master Yi']"
8067,555,7,Ranked,00:28:01,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '2 Glacial', '2 Warden']","['Braum', 'Varus', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Twitch', 'Amumu', 'Singed']"
8068,555,2,Ranked,00:33:35,"['7 Shadow', '1 Avatar', '3 Inferno']","['Malzahar', 'Kindred', 'Sion', 'Veigar', 'Annie', 'Amumu', 'Master Yi', 'Lux']"
8069,555,5,Ranked,00:32:37,"['6 Mage', '4 Ocean', '2 Warden']","['Taliyah', 'Vladimir', 'LeBlanc', 'Syndra', 'Nautilus', 'Qiyana', 'Veigar', 'Brand', 'Amumu']"
8070,555,4,Ranked,00:31:29,"['2 Lunar', '2 Mountain', '4 Warden', '2 Mystic', '2 Wind']","['Leona', 'Braum', 'Yasuo', 'Azir', 'Karma', 'Qiyana', 'Malphite', 'Janna', 'Amumu']"
8071,326,2,Ranked,00:34:51,"['4 Poison', '3 Predator', '1 Alchemist', '2 Steel', '2 Glacial', '2 Ranger']","[""Kog'Maw"", 'Warwick', ""Rek'Sai"", 'Dr. Mundo', 'Ezreal', 'Nocturne', 'Twitch', 'Singed']"
8072,326,4,Ranked,00:29:54,"['5 Glacial', '3 Berserker', '2 Electric', '2 Warden']","['Ornn', 'Warwick', 'Braum', 'Volibear', 'Dr. Mundo', 'Ezreal', 'Olaf', 'Olaf']"
8073,326,1,Ranked,00:34:38,"['3 Poison', '1 Alchemist', '1 Avatar', '4 Ranger', '3 Crystal', '2 Glacial', '2 Warden']","['Varus', 'Braum', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Malphite', 'Twitch', 'Singed', 'Lux']"
8074,326,2,Ranked,00:35:54,"['3 Poison', '3 Predator', '1 Alchemist', '1 Avatar', '4 Glacial', '3 Ranger', '2 Crystal']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Ezreal', 'Ashe', 'Twitch', 'Singed', 'Lux']"
8075,326,1,Ranked,00:34:10,"['3 Predator', '3 Poison', '1 Alchemist', '2 Crystal', '2 Steel', '2 Ranger']","[""Kog'Maw"", ""Rek'Sai"", 'Skarner', 'Nocturne', 'Twitch', 'Ashe', 'Nami', 'Singed']"
8076,326,5,Normal,00:29:50,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Warden', '2 Glacial']","['Nasus', 'Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed']"
8077,326,2,Normal,00:39:49,"['4 Crystal', '3 Poison', '1 Alchemist', '1 Avatar', '4 Ranger']","['Varus', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch', 'Singed', 'Taric', 'Lux']"
8078,326,5,Ranked,00:28:52,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Varus', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch', 'Taric', 'Singed']"
8079,326,5,Ranked,00:33:48,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric']"
8080,326,2,Ranked,00:37:48,"['3 Poison', '3 Predator', '1 Alchemist', '3 Crystal', '2 Steel']","[""Kog'Maw"", ""Rek'Sai"", 'Skarner', 'Dr. Mundo', 'Nocturne', 'Ashe', 'Singed', 'Taric']"
8081,1229,1,Ranked,00:33:57,"['6 Mage', '2 Mountain', '4 Warden', '3 Ocean']","['Taliyah', 'Vladimir', 'Syndra', 'Nautilus', 'Veigar', 'Malphite', 'Brand', 'Amumu', 'Taric']"
8082,1229,3,Ranked,00:29:13,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Olaf', 'Twitch', 'Singed']"
8083,1229,3,Ranked,00:29:26,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Glacial']","['Renekton', 'Volibear', 'Jax', 'Dr. Mundo', 'Sion', 'Twitch', 'Olaf', 'Singed']"
8084,1229,1,Ranked,00:39:28,"['6 Mage', '2 Mountain', '4 Ocean', '4 Warden']","['Taliyah', 'Vladimir', 'LeBlanc', 'Syndra', 'Thresh', 'Nautilus', 'Veigar', 'Malphite', 'Brand']"
8085,1229,2,Ranked,00:38:24,"['5 Shadow', '3 Inferno', '2 Ranger', '2 Warden']","['Malzahar', 'Senna', 'Varus', 'Sion', 'Veigar', 'Kindred', 'Malphite', 'Amumu']"
8086,1229,1,Ranked,00:33:52,"['6 Mage', '2 Mountain', '4 Ocean', '3 Warden']","['Taliyah', 'Vladimir', 'Thresh', 'LeBlanc', 'Syndra', 'Nautilus', 'Veigar', 'Brand', 'Malphite']"
8087,1229,1,Ranked,00:35:39,"['5 Ranger', '4 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Ezreal', 'Kindred', 'Annie', 'Ashe', 'Twitch', 'Amumu', 'Taric']"
8088,1229,1,Ranked,00:34:55,"['6 Mage', '2 Mountain', '4 Ocean', '3 Warden']","['Taliyah', 'Vladimir', 'LeBlanc', 'Syndra', 'Thresh', 'Nautilus', 'Veigar', 'Brand', 'Malphite']"
8089,1229,2,Ranked,00:34:16,"['6 Mage', '2 Mountain', '4 Ocean', '3 Warden']","['Taliyah', 'Vladimir', 'Thresh', 'LeBlanc', 'Syndra', 'Veigar', 'Nautilus', 'Brand', 'Malphite']"
8090,1229,4,Ranked,00:32:18,"['2 Mountain', '1 Alchemist', '4 Ocean', '4 Mage', '3 Warden']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Brand', 'Malphite', 'Singed']"
8091,2132,2,Ranked,00:34:05,"['3 Poison', '1 Alchemist', '1 Avatar', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden', '2 Wind']","['Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Twitch', 'Amumu', 'Singed', 'Taric', 'Lux']"
8092,2132,1,Ranked,00:35:09,"['3 Poison', '1 Alchemist', '5 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Taric', 'Amumu', 'Singed']"
8093,2132,4,Ranked,00:30:19,"['4 Crystal', '3 Poison', '3 Predator', '1 Alchemist', '1 Avatar']","[""Kog'Maw"", 'Warwick', 'Skarner', 'Twitch', 'Singed', 'Taric', 'Zed', 'Lux']"
8094,2132,7,Ranked,00:25:47,"['1 Avatar', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden', '2 Wind']","['Braum', 'Ezreal', 'Karma', 'Kindred', 'Ashe', 'Twitch', 'Taric', 'Lux']"
8095,2132,2,Ranked,00:36:10,"['2 Lunar', '6 Light', '2 Mystic']","['Leona', 'Vayne', 'Jax', 'Karma', 'Soraka', 'Aatrox', 'Lucian', 'Yorick']"
8096,2132,5,Ranked,00:28:21,"['3 Druid', '2 Lunar', '3 Woodland', '2 Mystic']","['Ivern', 'Leona', 'Maokai', 'Neeko', 'Karma', 'Soraka']"
8097,2132,1,Ranked,00:34:40,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Kindred', 'Dr. Mundo', 'Ashe', 'Twitch', 'Singed', 'Amumu', 'Taric']"
8098,2132,4,Ranked,00:27:32,"['2 Mountain', '4 Ocean', '5 Mage', '3 Warden']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Veigar', 'Brand', 'Malphite']"
8099,2132,1,Ranked,00:33:53,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Twitch', 'Amumu', 'Singed', 'Taric']"
8100,2132,1,Ranked,00:29:51,"['3 Poison', '1 Alchemist', '4 Ranger', '4 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Dr. Mundo', 'Kindred', 'Twitch', 'Ashe', 'Singed', 'Amumu', 'Taric']"
8101,820,1,Ranked,00:35:52,"['4 Mystic', '4 Blademaster', '2 Desert', '2 Wind']","['Yasuo', 'Aatrox', 'Karma', 'Azir', 'Sivir', 'Janna', 'Master Yi', 'Nami']"
8102,820,4,Ranked,00:31:29,"['4 Desert', '4 Blademaster', '3 Assassin', '2 Wind']","['Renekton', 'Yasuo', 'Aatrox', 'Qiyana', 'Sivir', 'Azir', 'Khazix']"
8103,820,8,Ranked,00:23:38,"['3 Inferno', '3 Shadow', '3 Summoner', '2 Wind']","['Zyra', 'Malzahar', 'Senna', 'Yasuo', 'Kindred', 'Annie', 'Janna']"
8104,820,1,Ranked,00:34:07,"['6 Shadow', '2 Mystic', '2 Blademaster', '2 Wind']","['Malzahar', 'Senna', 'Yasuo', 'Kindred', 'Veigar', 'Sion', 'Janna', 'Master Yi']"
8105,820,1,Ranked,00:32:10,"['4 Desert', '3 Wind', '2 Mystic', '2 Blademaster']","['Renekton', 'Yasuo', 'Karma', 'Sivir', 'Azir', 'Qiyana', 'Khazix', 'Janna']"
8106,820,4,Ranked,00:32:15,"['4 Desert', '4 Blademaster', '3 Mystic', '2 Wind']","['Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix', 'Master Yi']"
8107,820,2,Ranked,00:33:26,"['4 Desert', '2 Lunar', '2 Mystic', '2 Blademaster', '2 Wind']","['Leona', 'Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix']"
8108,820,2,Ranked,00:33:32,"['4 Wind', '4 Mystic', '1 Avatar', '3 Blademaster', '2 Desert']","['Renekton', 'Yasuo', 'Karma', 'Sivir', 'Janna', 'Master Yi', 'Nami', 'Lux']"
8109,820,1,Ranked,00:34:07,"['4 Desert', '2 Mystic', '2 Blademaster', '2 Wind']","['Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix']"
8110,820,1,Ranked,00:34:20,"['4 Desert', '4 Blademaster', '3 Mystic', '2 Wind']","['Renekton', 'Yasuo', 'Karma', 'Azir', 'Sivir', 'Janna', 'Khazix', 'Master Yi']"
8111,1723,2,Ranked,00:34:58,"['6 Light', '3 Summoner', '2 Mystic', '2 Blademaster']","['Jax', 'Karma', 'Aatrox', 'Azir', 'Soraka', 'Lucian', 'Yorick', 'Zed']"
8112,1723,6,Ranked,00:26:53,"['1 Avatar', '3 Wind', '4 Shadow']","['Zyra', 'Senna', 'Malzahar', 'Kindred', 'Sion', 'Sion', 'Janna', 'Lux']"
8113,1723,4,Ranked,00:33:58,"['6 Light', '2 Mystic']","['Taliyah', 'Vayne', 'Jax', 'Aatrox', 'Soraka', 'Janna', 'Lucian', 'Yorick']"
8114,1723,1,Ranked,00:40:33,"['4 Crystal', '3 Poison', '1 Alchemist', '1 Avatar', '4 Ranger', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric', 'Lux']"
8115,1723,5,Ranked,00:28:59,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Twitch', 'Olaf', 'Singed']"
8116,1723,8,Ranked,00:21:17,['6 Shadow'],"['Leona', 'Malzahar', 'Senna', 'Kindred', 'Sion', 'Veigar', 'Master Yi']"
8117,1723,6,Ranked,00:26:41,"['1 Avatar', '4 Ocean', '4 Light', '3 Warden', '2 Mystic']","['Vladimir', 'Thresh', 'Soraka', 'Nautilus', 'Yorick', 'Malphite', 'Nami', 'Lux']"
8118,1723,8,Ranked,00:24:24,['6 Light'],"['Nasus', 'Vayne', 'LeBlanc', 'Jax', 'Aatrox', 'Soraka', 'Yorick']"
8119,1723,8,Ranked,00:23:57,"['6 Summoner', '2 Electric']","['Zyra', 'Volibear', 'Malzahar', 'Azir', 'Annie', 'Yorick', 'Zed']"
8120,1723,3,Ranked,00:29:57,"['9 Light', '1 Avatar', '2 Mystic', '2 Blademaster']","['Vayne', 'Jax', 'Aatrox', 'Soraka', 'Lucian', 'Yorick', 'Master Yi', 'Lux']"
8121,1494,4,Ranked,00:30:09,"['6 Berserker', '1 Avatar', '4 Glacial', '2 Electric']","['Renekton', 'Jax', 'Volibear', 'Sion', 'Dr. Mundo', 'Olaf', 'Zed', 'Lux']"
8122,1494,8,Ranked,00:23:38,"['1 Alchemist', '3 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Malzahar', 'Varus', 'Kindred', 'Sion', 'Yorick', 'Annie', 'Singed']"
8123,1494,3,Ranked,00:31:58,"['6 Inferno', '3 Shadow', '2 Mystic', '2 Ranger', '2 Warden']","['Varus', 'Karma', 'Kindred', 'Sion', 'Brand', 'Annie', 'Amumu', 'Master Yi', 'Taric']"
8124,1494,1,Ranked,00:34:34,"['6 Mage', '2 Mountain', '4 Ocean', '3 Warden']","['Taliyah', 'Vladimir', 'Syndra', 'Nautilus', 'Veigar', 'Brand', 'Malphite', 'Taric', 'Nami']"
8125,1494,1,Ranked,00:31:15,"['6 Ocean', '2 Mountain', '1 Avatar', '4 Warden', '3 Mage']","['Taliyah', 'Vladimir', 'Syndra', 'Nautilus', 'Qiyana', 'Malphite', 'Taric', 'Lux']"
8126,1494,5,Ranked,00:27:35,"['4 Blademaster', '3 Assassin', '2 Desert', '2 Mystic', '2 Wind']","['Yasuo', 'Aatrox', 'Qiyana', 'Sivir', 'Janna', 'Khazix', 'Master Yi', 'Zed']"
8127,1494,1,Ranked,00:30:28,"['1 Avatar', '6 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Malzahar', 'Varus', 'Kindred', 'Qiyana', 'Sion', 'Annie', 'Yorick', 'Lux']"
8128,1494,4,Ranked,00:29:42,"['1 Alchemist', '3 Inferno', '3 Shadow', '2 Warden']","['Leona', 'Kindred', 'Sion', 'Brand', 'Yorick', 'Amumu', 'Master Yi', 'Singed']"
8129,1494,3,Ranked,00:31:01,"['4 Blademaster', '3 Summoner', '2 Desert', '2 Mystic', '2 Wind']","['Yasuo', 'Azir', 'Sivir', 'Yorick', 'Annie', 'Janna', 'Master Yi', 'Amumu']"
8130,1494,4,Ranked,00:31:29,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Warden']","['Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Malphite', 'Twitch', 'Singed', 'Taric']"
8131,411,7,Ranked,00:25:41,"['3 Poison', '1 Alchemist', '3 Warden', '2 Mystic', '2 Ocean', '2 Ranger']","['Dr. Mundo', 'Karma', 'Nautilus', 'Ashe', 'Malphite', 'Twitch', 'Nami', 'Singed']"
8132,411,1,Ranked,00:34:01,"['3 Poison', '2 Lunar', '1 Alchemist', '3 Warden', '2 Crystal', '2 Mystic', '2 Ranger']","['Leona', 'Dr. Mundo', 'Karma', 'Twitch', 'Ashe', 'Malphite', 'Nami', 'Singed', 'Taric']"
8133,411,1,Ranked,00:37:23,"['6 Berserker', '2 Crystal', '2 Desert', '2 Mystic', '2 Glacial']","['Renekton', 'Volibear', 'Karma', 'Sion', 'Ashe', 'Khazix', 'Olaf', 'Nami', 'Taric']"
8134,411,1,Ranked,00:30:27,"['6 Shadow', '2 Lunar', '3 Inferno', '2 Mystic', '2 Ranger', '2 Warden']","['Leona', 'Varus', 'Malzahar', 'Senna', 'Veigar', 'Karma', 'Kindred', 'Sion', 'Amumu', 'Master Yi']"
8135,411,1,Ranked,00:36:09,"['4 Mystic', '3 Warden', '2 Crystal', '2 Ocean', '2 Ranger']","['Karma', 'Nautilus', 'Soraka', 'Ashe', 'Janna', 'Malphite', 'Twitch', 'Nami', 'Taric']"
8136,411,3,Ranked,00:29:43,"['4 Warden', '3 Electric', '2 Mystic']","['Ornn', 'Volibear', 'Soraka', 'Nautilus', 'Janna', 'Malphite', 'Zed', 'Taric']"
8137,411,8,Ranked,00:25:25,"['3 Predator', '3 Crystal', '2 Steel', '2 Warden']","[""Kog'Maw"", 'Braum', ""Rek'Sai"", 'Skarner', 'Nocturne', 'Ashe', 'Taric']"
8138,411,6,Ranked,00:27:14,"['6 Berserker', '2 Desert', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf']"
8139,411,7,Ranked,00:26:23,"['2 Lunar', '4 Ranger', '3 Warden', '2 Crystal', '2 Mystic']","['Leona', 'Ezreal', 'Karma', 'Kindred', 'Malphite', 'Ashe', 'Twitch', 'Nami', 'Taric']"
8140,411,2,Ranked,00:37:53,"['2 Lunar', '3 Assassin', '3 Summoner', '2 Desert', '2 Mystic', '2 Warden']","['Leona', 'Qiyana', 'Azir', 'Karma', 'Yorick', 'Janna', 'Khazix', 'Taric', 'Zed']"
8141,182,3,Ranked,00:33:37,"['2 Mountain', '4 Ocean', '5 Mage', '2 Mystic', '2 Warden']","['Taliyah', 'Vladimir', 'Syndra', 'Aatrox', 'Karma', 'Nautilus', 'Brand', 'Malphite', 'Nami']"
8142,182,5,Ranked,00:32:54,"['2 Lunar', '5 Warden', '3 Electric', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Volibear', 'Nautilus', 'Karma', 'Nami', 'Taric', 'Zed']"
8143,182,1,Ranked,00:36:48,"['4 Electric', '4 Mystic', '1 Avatar', '2 Crystal', '2 Warden']","['Ornn', 'Karma', 'Soraka', 'Ashe', 'Master Yi', 'Nami', 'Taric', 'Zed', 'Lux']"
8144,182,7,Ranked,00:26:30,"['2 Mountain', '4 Ocean', '3 Mage', '3 Warden', '2 Mystic']","['Taliyah', 'Syndra', 'Thresh', 'Karma', 'Nautilus', 'Brand', 'Malphite', 'Nami']"
8145,182,1,Ranked,00:34:23,"['3 Electric', '3 Summoner', '3 Warden', '2 Mystic', '2 Ocean']","['Ornn', 'Volibear', 'Azir', 'Karma', 'Nautilus', 'Annie', 'Nami', 'Taric', 'Zed']"
8146,182,1,Ranked,00:36:33,"['4 Electric', '4 Mystic', '1 Avatar', '2 Blademaster', '2 Wind']","['Ornn', 'Yasuo', 'Soraka', 'Azir', 'Karma', 'Janna', 'Master Yi', 'Zed', 'Lux']"
8147,182,2,Ranked,00:40:59,"['2 Lunar', '3 Light', '3 Assassin', '3 Summoner', '2 Desert', '2 Mystic', '2 Warden', '2 Wind']","['Leona', 'Azir', 'Karma', 'Qiyana', 'Janna', 'Khazix', 'Malphite', 'Yorick', 'Zed']"
8148,182,1,Ranked,00:33:11,"['6 Shadow', '1 Avatar', '2 Crystal', '2 Mystic', '2 Blademaster', '2 Ranger', '2 Warden', '2 Wind']","['Yasuo', 'Kindred', 'Sion', 'Veigar', 'Ashe', 'Janna', 'Taric', 'Master Yi', 'Lux']"
